proba_0	proba_1
0.9508904656880551	0.0491095343119447
0.8345820404728207	0.16541795952717928
0.7857808147474857	0.21421918525251424
0.9668112608138744	0.03318873918612558
0.7997937952436414	0.20020620475635875
0.9489836765596678	0.05101632344033197
0.8476039265573745	0.1523960734426255
0.9617161764964837	0.03828382350351614
0.9329108264829259	0.0670891735170741
0.9739171684114264	0.026082831588573475
0.9597983258864637	0.04020167411353628
0.976703731063796	0.023296268936204182
0.958354046067754	0.041645953932245815
0.8649185691000764	0.13508143089992383
0.7719133882823175	0.22808661171768246
0.938584590269703	0.06141540973029702
0.922615750689777	0.0773842493102226
0.9236703173251558	0.07632968267484401
0.060243049162216906	0.9397569508377831
0.9765703875535233	0.023429612446476452
0.9325284625096926	0.06747153749030722
0.936672871027247	0.06332712897275294
0.9089111206429475	0.0910888793570524
0.9905803229642934	0.00941967703570643
0.9683174543216382	0.031682545678361776
0.953326519075032	0.046673480924968
0.9061179856645291	0.09388201433547072
0.9686595398028967	0.03134046019710318
0.9027427104858127	0.09725728951418698
0.9282898269285959	0.07171017307140405
0.9447668395948776	0.055233160405122286
0.8872308169628776	0.1127691830371219
0.9824028189910944	0.017597181008905654
0.8488653470555044	0.15113465294449557
0.9634796830306575	0.03652031696934274
0.8508929532970858	0.14910704670291414
0.9690752103708447	0.030924789629155357
0.9501314205742374	0.04986857942576261
0.8941513776802822	0.10584862231971759
0.9012597779100766	0.09874022208992315
0.7811702752076273	0.21882972479237267
0.9427453290918555	0.05725467090814457
0.5032874844147617	0.4967125155852383
0.9708381291979965	0.029161870802003446
0.030746078846969054	0.969253921153031
0.8080028897171897	0.19199711028281044
0.906449694718772	0.09355030528122786
0.37049647954222414	0.6295035204577758
0.9590534769722636	0.04094652302773632
0.9470744677004319	0.05292553229956817
0.8663908380603433	0.1336091619396563
0.900591103626515	0.09940889637348514
0.9873860802963289	0.012613919703671097
0.9322629086645575	0.06773709133544258
0.8824560947388899	0.1175439052611099
0.9649270095250272	0.035072990474972865
0.9483968228138556	0.051603177186144183
0.9627374957031257	0.03726250429687422
0.3942713587219005	0.6057286412780996
0.9300297990100226	0.06997020098997721
0.9099529308620656	0.09004706913793424
0.9211895502681939	0.07881044973180602
0.9632517812008132	0.03674821879918679
0.963198698518932	0.03680130148106792
0.8989233625528457	0.10107663744715431
0.9258492214477654	0.07415077855223438
0.9133437759970237	0.08665622400297619
0.9399533901929681	0.06004660980703194
0.9639202372384114	0.03607976276158836
0.9184298113673819	0.08157018863261806
0.9371435688689513	0.06285643113104868
0.9670120301940426	0.03298796980595716
0.6775420700243483	0.3224579299756516
0.9273446634949433	0.07265533650505676
0.9309907361858266	0.06900926381417333
0.9020802480717406	0.09791975192825934
0.9677717533085525	0.032228246691447554
0.852947385808097	0.14705261419190271
0.9598658891336379	0.04013411086636207
0.9177544599607629	0.08224554003923693
0.968391824580152	0.03160817541984796
0.9471234328095456	0.052876567190454325
0.9015086231011228	0.09849137689887687
0.24084393276006463	0.7591560672399353
0.9411945299457201	0.058805470054280266
0.9805541978282925	0.01944580217170756
0.8601940126700036	0.13980598732999647
0.9770526136536408	0.022947386346359143
0.7611999210391993	0.23880007896080044
0.8769642754706644	0.12303572452933562
0.9799499197490128	0.02005008025098708
0.010398622938938213	0.9896013770610618
0.9836587356000606	0.01634126439993941
0.9830688596554809	0.016931140344519032
0.9252802689161902	0.07471973108380978
0.9198255554456839	0.08017444455431608
0.971134897364765	0.028865102635235135
0.9899444857985208	0.010055514201479177
0.9708473949025871	0.029152605097412878
0.9627955280373258	0.037204471962674075
0.9836989844439316	0.016301015556068308
0.9392267044028475	0.06077329559715232
0.9504497225593812	0.0495502774406188
0.5510127105083844	0.44898728949161565
0.89249923670507	0.10750076329493002
0.23991216658125006	0.76008783341875
0.8908498991208095	0.10915010087919047
0.9787184059045251	0.0212815940954749
0.9921532725139496	0.007846727486050538
0.5704175617128451	0.429582438287155
0.9128418328570765	0.08715816714292338
0.8758038813406849	0.124196118659315
0.9830521147988135	0.016947885201186313
0.6863230495188667	0.3136769504811333
0.860069554081203	0.13993044591879686
0.9413859846937512	0.05861401530624871
0.9588381880703429	0.041161811929657136
0.8766770789152488	0.12332292108475096
0.9920761193990201	0.007923880600980131
0.9928110426091017	0.0071889573908982055
0.8171142081369838	0.1828857918630163
0.966473828522731	0.03352617147726906
0.9638181896856579	0.03618181031434202
0.9317939494137012	0.06820605058629878
0.8572720737047175	0.14272792629528247
0.9382500542691777	0.06174994573082207
0.8965229596904407	0.10347704030955956
0.8806763315266943	0.11932366847330562
0.9111951173518967	0.08880488264810309
0.962651788347086	0.03734821165291381
0.042400846523411556	0.9575991534765884
0.8624048341971237	0.13759516580287634
0.928338286484316	0.071661713515684
0.9173941990805876	0.0826058009194125
0.9591311124873747	0.04086888751262516
0.9339406322698671	0.06605936773013284
0.9370256566379966	0.06297434336200335
0.9179772721296281	0.08202272787037174
0.9718432890299649	0.028156710970034964
0.9235564694386892	0.07644353056131059
0.9490836092800423	0.05091639071995785
0.9120080463696767	0.08799195363032336
0.9827442123469843	0.0172557876530156
0.021591922245596615	0.9784080777544033
0.9803066702044652	0.01969332979553474
0.9313489674994401	0.06865103250055979
0.8754056832464232	0.12459431675357668
0.8819931226958053	0.1180068773041947
0.9340708959823942	0.06592910401760577
0.9793545715252452	0.02064542847475489
0.9789303613689255	0.02106963863107454
0.9612139532279815	0.03878604677201825
0.3034674592766357	0.6965325407233643
0.9754832400457396	0.024516759954260246
0.9409562787455015	0.059043721254498506
0.9383961094896979	0.06160389051030209
0.9711356461205125	0.02886435387948744
0.7483866128456705	0.25161338715432946
0.9665017072525983	0.033498292747401744
0.08225340216270259	0.9177465978372973
0.9541590342130655	0.04584096578693434
0.9163144467869668	0.08368555321303311
0.9291820812556852	0.0708179187443149
0.9573046524387508	0.042695347561249014
0.9463491963712817	0.05365080362871816
0.9923998601426602	0.007600139857339872
0.9899598567384537	0.010040143261546206
0.001218882822112088	0.9987811171778879
0.9715155424389502	0.028484457561049812
0.9562193244839382	0.043780675516061934
0.991496373558515	0.00850362644148487
0.9327447986703057	0.06725520132969416
0.9377785004314767	0.06222149956852328
0.895292671196136	0.10470732880386419
0.9172555129569462	0.08274448704305383
0.9107544191041341	0.08924558089586597
0.9898663206784601	0.010133679321539883
0.9076622248419671	0.0923377751580331
0.8818267469992226	0.11817325300077738
0.9722205336897829	0.027779466310217108
0.9524064875810224	0.0475935124189777
0.8068556646724949	0.19314433532750513
0.8946379826710329	0.1053620173289671
0.42619391183054744	0.5738060881694524
0.8970659713464153	0.10293402865358489
0.8209502285850211	0.17904977141497916
0.9574589076138658	0.04254109238613405
0.9598098746530739	0.04019012534692595
0.04097583365989518	0.9590241663401048
0.9311443350021742	0.06885566499782607
0.902213392502459	0.09778660749754076
0.893578742111537	0.10642125788846306
0.9094209884789624	0.09057901152103794
0.9583547681070079	0.04164523189299179
0.8974795781607402	0.10252042183925975
0.9177296785439089	0.08227032145609128
0.9172053534640296	0.08279464653597035
0.9235369332254554	0.07646306677454476
0.7982071474291894	0.2017928525708103
0.46432534356927335	0.5356746564307266
0.786835316367508	0.21316468363249208
0.8864600576880629	0.11353994231193715
0.9186751809165814	0.08132481908341824
0.9714819517900598	0.02851804820994026
0.9862261850236601	0.013773814976339943
0.9225925056453232	0.07740749435467689
0.8454864727105771	0.154513527289423
0.9158422777680327	0.08415772223196721
0.9111175825527414	0.08888241744725853
0.9403481382547803	0.05965186174521975
0.962341320483753	0.037658679516247
0.86028298888724	0.13971701111276022
0.9317856289667419	0.06821437103325814
0.21898442425803605	0.7810155757419639
0.8907762405240705	0.10922375947592924
0.9367687953159646	0.0632312046840354
0.9649695793226547	0.035030420677345055
0.9637786738664107	0.03622132613358915
0.8660030633332131	0.13399693666678683
0.9880533080689848	0.011946691931015153
0.8722976836128977	0.12770231638710217
0.938822596287825	0.06117740371217499
0.8339924648496481	0.16600753515035205
0.9713745177911739	0.028625482208826117
0.9874158300026791	0.012584169997320904
0.8958103421184173	0.10418965788158248
0.8332742082523726	0.16672579174762717
0.907778588026282	0.09222141197371793
0.9120775066945673	0.08792249330543267
0.9344367312919567	0.06556326870804322
0.9294077031850779	0.07059229681492223
0.9697198593427777	0.030280140657222076
0.9710065033497389	0.028993496650261175
0.9525737244166713	0.04742627558332873
0.9943656176618201	0.005634382338179988
0.8802229374204333	0.1197770625795666
0.9442209711704667	0.05577902882953335
0.9462640049184066	0.05373599508159354
0.9296786110555937	0.07032138894440632
0.07475729389150143	0.9252427061084986
0.9320798033493339	0.06792019665066597
0.962304647092725	0.037695352907275
0.9711180513695372	0.028881948630462798
0.8867472427093246	0.11325275729067523
0.9535360597379499	0.04646394026205011
0.023914136030757836	0.9760858639692421
0.1706729829629944	0.8293270170370056
0.9317902599827016	0.06820974001729802
0.8770963567812512	0.12290364321874864
0.9231285290457918	0.07687147095420827
0.9811041886143802	0.0188958113856198
0.8510657407304	0.14893425926960024
0.8675575940366004	0.13244240596339962
0.9314848454594165	0.06851515454058359
0.8882487374396599	0.11175126256034008
0.25963253608472064	0.7403674639152794
0.9776262410682957	0.022373758931704256
0.9242834057508996	0.07571659424910043
0.9387668535392454	0.06123314646075451
0.8115168196107662	0.18848318038923373
0.8556423627860573	0.14435763721394246
0.9259524732430678	0.07404752675693219
0.9698283647630974	0.030171635236902472
0.9569878433212202	0.04301215667877961
0.9471450679079537	0.052854932092046295
0.96902092791912	0.03097907208087996
0.9738410871889863	0.026158912811013558
0.9200537360551079	0.07994626394489207
0.9129698512421459	0.08703014875785405
0.9404894197860514	0.059510580213948415
0.9510510195794173	0.04894898042058275
0.8808228938450091	0.11917710615499091
0.8524690779985346	0.14753092200146553
0.9078786959184167	0.09212130408158323
0.884330089220322	0.115669910779678
0.9885867912953852	0.011413208704614874
0.8989050494235771	0.10109495057642269
0.27033940781805066	0.7296605921819495
0.940187420114615	0.0598125798853849
0.9921236608181735	0.007876339181826389
0.9852436536651605	0.014756346334839443
0.9544016222241696	0.045598377775830236
0.9108135301811994	0.08918646981880056
0.8769004254385229	0.12309957456147695
0.8457370660881807	0.15426293391181928
0.9688947621952111	0.03110523780478891
0.9745256016801764	0.02547439831982361
0.38213373190231414	0.6178662680976857
0.9961479769060584	0.003852023093941622
0.9651118909172335	0.03488810908276668
0.9795430283396179	0.020456971660382003
0.9335732691052318	0.06642673089476861
0.9839027293765367	0.016097270623463385
0.9612871967628588	0.038712803237141234
0.26235056430802745	0.7376494356919726
0.8962032170715679	0.10379678292843224
0.28061223984480815	0.7193877601551918
0.764691632425271	0.2353083675747289
0.915170496998593	0.08482950300140706
0.9604217721945648	0.03957822780543516
0.9488392587094114	0.051160741290588604
0.834378392282938	0.16562160771706222
0.9587140768554653	0.04128592314453469
0.9452059334655128	0.05479406653448727
0.9246719937647383	0.0753280062352616
0.9130292534038199	0.08697074659618032
0.8653087420212902	0.13469125797870976
0.9361244279289934	0.0638755720710065
0.9367230022821887	0.0632769977178111
0.9820213737092925	0.017978626290707424
0.8997628636910485	0.10023713630895158
0.820547158217392	0.17945284178260795
0.9268668665235247	0.07313313347647542
0.8648898182813051	0.1351101817186948
0.8775968591099697	0.1224031408900304
0.9785126452706785	0.02148735472932149
0.9034055299731385	0.09659447002686164
0.032553200617119346	0.9674467993828806
0.9864457894752282	0.013554210524771957
0.9801116122436819	0.019888387756317797
0.8689127886690073	0.13108721133099255
0.9501047688497501	0.049895231150249714
0.9126076770342435	0.08739232296575647
0.9253470854262394	0.07465291457376058
0.9818633073755154	0.01813669262448454
0.20350708734372092	0.7964929126562791
0.8658228334311251	0.13417716656887507
0.8069368654891851	0.1930631345108149
0.04104602238647896	0.9589539776135212
0.9103424930519202	0.08965750694807964
0.9218933492711757	0.07810665072882444
0.9092976479151099	0.0907023520848901
0.9237520873470676	0.07624791265293229
0.9378235960291513	0.062176403970848775
0.9611085248029805	0.03889147519701955
0.9196883908937086	0.0803116091062914
